source_pdf,source_sha256,page,page_width,page_height,text,char_count
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,1,595.9199829101562,842.8800048828125,"Intervalle de confiance à 95 % de
chance.
Liste de sondages sur les élections législatives françaises de 2024
Cette page dresse la liste des sondages d'opinion en France relatifs aux élections législatives françaises de 2024.
Tous les sondages de cette liste, sauf mention contraire, se conforment aux règles de la Commission des sondages
 et appliquent la méthode dite des quotas.
Une couleur arbitraire est associée à chaque institut de sondage ; ces couleurs sont une aide visuelle et ne correspondent pas à une tendance politique.
Les sondages comportent une dimension purement technique. Ils sont publiés accompagnés d'une présentation des
intervalles de confiance à 95 %. Le tableau résume les intervalles de confiance selon la taille de l'échantillon (ou du
sous-échantillon). Si pour un échantillon (sous-échantillon) de 1 000 personnes le candidat reçoit 10 % (ou 90 %)
d'intentions de vote, l'incertitude est de 1,8 points pour un niveau de confiance de 95 %. Il y a donc 95 % de chance
que son score soit compris entre 8,2 et 11,8 % (respectivement 88,2–91,8 %) .
La base de comparaison doit être cohérente : il faut soit donner le pourcentage par rapport à l'effectif total y compris
abstention, blanc et NSPP, soit N doit être limité aux intentions de vote pour un candidat quand l'on veut que la
somme des scores fasse 100 % comme ci-dessous. Par exemple à 25 % d'abstention, 1 000 sondés ne correspondent
qu'à 750 exprimés pour un candidat, ce qui monte l'incertitude à ± 3,6 %.
Les intervalles de confiances publiés sont généralement ceux donnés par la méthode dite aléatoire, ceux de la méthode des quotas n'étant pas calculables. Il est
cependant généralement admis que la marge d’erreur des sondages par quotas est égale ou inférieure à celle des sondages aléatoires .
« Grande inconnue » des sondeurs
, la participation est estimée entre 62 et 67 %, contre 47 % en 2022 , près de 2/3 des Français interrogés se déclarant
« certains d’aller voter » , 9% déplaçant même leur départ en vacances, dont 19% des 18-24 ans . Si elle approchait 70% ce serait un plus haut depuis 1978.
Les sondages des européennes avaient eu du mal à l'estimer, Ipsos tablant sur 45 % , alors qu'elle est montée à 51,5 %, plus haut depuis 30 ans , bien qu'à 38 %
chez les 18-24 ans et 42 % chez les 25-34 ans .
Depuis le milieu des années 2010
, la certitude d'aller voter est mesurée sur une échelle de 1 à 10
, permettant aux sondés de manifester l'incertitude de leur
vote
, seule l'intention des ""certains"" de voter étant intégrée dans les tableaux de résultats
. Le biais le plus souvent évoqué est de « sous-représenter un
électorat moins politisé et moins informé, généralement plus jeune, qui ne se décidera qu’au dernier moment »
, situé « essentiellement dans les catégories
populaires »
 avec trois années de suite des résultats finaux montrant une marge d'erreur sous-évaluée, les écarts constatés aux européennes de 2019, puis
amplifiés aux régionales de 2021, et devenant spectaculaires à la présidentielle 2022.
Une proportion élevée d'électeurs se dit « certaine » de voter mais sans exprimer ou dévoiler encore d'intention, selon plusieurs sondeurs. L'avant-veille du
scrutin, elle s'élevait à 18 % des certains d'aller voter chez chez les instituts de sondage Odoxa
 et Opinionway
, et de 12% chez Elabe
 contre 8 % après la
dissolution Elabe et 9 % pour Opinionway
. Selon Vincent Tiberj, professeur de sciences politiques à Bordeaux, le « choix d’avoir investi des socialistes dans
de nombreuses circonscriptions gagnables mais perdues en 2022 » et au total 30 % du total des candidats NFP, vise cet électorat sur la réserve et un meilleur
report de voix au second tour qu’avec l'étiquette LFI (40 % des candidats NFP, Les Écologistes en ayant 20 % et le PCF 9 %)
, car 92 circonscriptions-clés
s'étaient jouées en 2022 par moins de 1 000 votes d’écart
.
Une élection triangulaire désigne les cas où trois candidats peuvent se maintenir et le font, avec 12,5% des inscrits. Les sondeurs en ont d'abord prévu plus d'une
centaine puis jusqu'à 250, la participation étant prévue de plus haut au cours de la campagne électorale jusqu'à « au plus haut depuis 25 ans »
 ce qui accroît
« mécaniquement » leur nombre
, la clé du vote se trouvant alors « peut-être dans le nombre de désistements, même en cas de triangulaires théoriques »
. Les
« figures du Nouveau Front populaire » y ont appelé dans les cas de victoire potentielle du RN
. L'avant-veille du scrutin, Brice Teinturier, d'IPSOS, avertissait
que cette plus forte participation peut produire des élus de premier tour, à un niveau inconnu ""depuis longtemps""
, mais aussi ""jusqu'à environ 250
triangulaires""
 soit un nouveau record
, dépassant celui de 1997
. Le moindre nombre de candidatures qu'en 2022 contribue au pronostic de triangulaires .
Une centaine de triangulaires théoriques avaient émergé aux législatives de 1997, avant des accords d'entre-deux-tours
 les ramenant à 79 triangulaires, dont
76 avec le Front national
. C'était 8 en 2022, une en 2017, 34 en 2012
 et 41 en 2002
. Selon Odoxa, dans un contexte de crise aiguë causée par l'alliance
Ciotti-RN et de sondages médiocres pour le parti du président, il y a 120 à 170 triangulaires à prévoir
, rendant les projections périlleuses et permettant au RN
de « bénéficier de la division des électeurs qui ne veulent pas » de l'extrême droite au pouvoir
.
1, 2
Intervalle de confiance des instituts de sondage
3
4
Estimation du taux de participation
5, 6
6
6
7
8
9
5
10
10
10
11, 12
13, 12
14
Électeurs certains de voter mais indécis
15
16
17
18
19
20
Prévisions des sondeurs sur 100 à 250 triangulaires
21
22
23
23
24
22
25
25
7
26
26
27
25
28
29
",5682
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,2,595.9199829101562,842.8800048828125,"Les résultats du premier tour entraînent un nombre inédit de 306 triangulaires et 5 quadrangulaires avant désistement. Après désistement des candidats dont la
quasi totalité contre le Rassemblement national, il subsiste 89 triangulaires et 2 quadrangulaires
.
Au soir du scrutin, la « plupart des médias » donnent les pourcentages nationaux obtenus non par des sondages mais via des « estimations » fondées sur les
« 200 premiers bulletins dépouillés »
 d’un « nombre défini de bureaux » de vote jugés représentatifs
, près de 600 bureaux pour l'IFOP
, mis avec une
grande part de bureaux hors agglomérations en raison des délais de dépouillement et vérifications
 dont les 2⁄3 ont fermé à 18 heures, 5 % à 10 % à 19 heures et
le reste, 20 % à 25 % à 20 heures
.
Diagramme lissé des sondages.
30
Différence entre sondages et estimations au soir du scrutin
31
31
31
31
31
Sondages à l'échelle nationale
",902
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,3,595.9199829101562,842.8800048828125,"Diagramme lissé des sondages à partir du 10 juin.
Sondeur
Date
EXG
NFP
DVG
ECO
DVC
ENS
DVD
LR
RN et a
LFI
PCF
EELV
PS
RE
MoDem
HOR
PRV
UDI
LR
(Ciotti)
Résultats
(https://w
ww.result
ats-electio
ns.interieu
r.gouv.fr/le
gislatives
2024/)
30 juin 2024
1,14 %
28,06 %
1,53 %
0,57 %
1,22 %
20,04 %
3,60 %
6,57 %
3,96 %
Arrêt de publication des sondages pour le premier tour (29 juin 2024).
Ipsos (htt
ps://www.i
psos.com/
sites/defa
ult/files/ip
sos-le-mo
nde-legisl
atives-pre
mier-tour-i
ntentions-
de-vote-2
8-juin-202
4.pdf)
27-28 juin
2024
1%
29 %
1%
—
1,5%
20 %
—
8 %
4 %
Harris
Interactive
(https://ha
rris-intera
ctive.fr/wp
-content/u
ploads/sit
es/6/202
4/06/KYJ
UGTRUJ
H5H.pdf)
27-28 juin
2024
0,5 %
28 %
1 %
—
1 %
20 %
2 %
6 %
3 %
Ifop (http
s://www.if
op.com/w
p-content/
uploads/2
024/06/R
OL24_20
240628.p
df)
25-28 juin
2024
1 %
29 %
1 %
—
0,5 %
20,5 %
7 %
36,5 
Odoxa (ht
tps://www.
odoxa.fr/s
ondage/p
articipatio
n-massive
-record-de
-triangulai
26-27 juin
2024
1 %
27,5 %
1,5 %
1 %
—
21 %
2 %
7 %
35 %
Premier tour
Sondages nationaux
a
b
c
d
",1058
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,4,595.9199829101562,842.8800048828125,"res-et-rn-
a-portee-d
e-majorite
-absolue/)
Opinion
Way (http
s://www.o
pinion-wa
y.com/fr/c
omponen
t/edocma
n/opinion
way-et-va
e-solis-po
ur-les-ech
os-et-radi
o-classiqu
e-legitrack
-vague-3-
27-juin-20
24/viewdo
cument/3
434.html?
Itemid=0)
26-27 juin
2024
1 %
28 %
1 %
<1 %
—
20 %
2 %
6 %
37 %
Elabe (htt
ps://elabe.
fr/wp-cont
ent/uploa
ds/2024/0
6/280620
24_elabe
_bfmtv_la
-tribune-di
manche_l
es-francai
s-et-les-el
ections-le
gislatives.
pdf)
26-27 juin
2024
1 %
27,5 %
2 %
—
0,5 %
20 %
—
9 %
36 %
Cluster17
(https://clu
ster17.co
m/wp-cont
ent/uploa
ds/2024/0
6/Notice-
Publique-
LEG-2806
24-C17-L
e-Point.pd
f)
25-27 juin
2024
1,5 %
29,5 %
1 %
—
1 %
20 %
1,5 %
7,5 %
4 %
Ifop (http
s://www.if
op.com/w
p-content/
uploads/2
024/06/R
OL24_20
240627.p
df)
24-27 juin
2024
0,5 %
29 %
1 %
—
1 %
21 %
6,5 %
36 %
Opinion
Way (http
s://www.o
pinion-wa
y.com/fr/c
omponen
t/edocma
n/opinion
way-pour-
cnews-eur
ope-1-le-j
dd-barom
etre-legisl
atives-202
4-28-juin-
2024/view
documen
t/3435.ht
ml?Itemid
=0)
25-26 juin
2024
1 %
28 %
1 %
1 %
—
20 %
2 %
7 %
36 %
Harris
Interactive
(https://ha
rris-intera
ctive.fr/wp
-content/u
ploads/sit
es/6/202
4/06/NBV
CGVHBG
NBJHN.p
df)
25-26 juin
2024
0,5 %
27 %
1 %
—
0,5 %
21 %
2 %
6 %
3 %
Cluster17
(https://clu
22-24 juin
2024
1,5 %
30 %
1,5 %
—
1 %
19,5 %
1,5 %
7,5 %
4 %
f
",1321
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,5,595.9199829101562,842.8800048828125,"ster17.co
m/wp-cont
ent/uploa
ds/2024/0
6/Sondag
e-Le-Point
-Cluster-1
7-3.pdf)
Ipsos (htt
ps://www.i
psos.com/
sites/defa
ult/files/ct/
news/doc
uments/2
024-06/ip
sos-enqu
ete-electo
rale-franc
aise-2024
-vague-6-r
apport-co
mplet-WE
B.pdf)
21-24 juin
2024
1 %
29 %
1 %
—
1,5 %
19,5 %
—
8 %
4 %
Harris
Interactive
(https://ha
rris-intera
ctive.fr/wp
-content/u
ploads/sit
es/6/202
4/06/UHD
I1873ND
HQQO18
3.pdf)
21-24 juin
2024
1 %
27 %
1 %
—
1 %
20 %
2 %
7 %
4 %
Ifop (http
s://www.if
op.com/w
p-content/
uploads/2
024/06/R
OL24_20
240624.p
df)
20-24 juin
2024
1 %
29,5 %
1 %
—
1 %
20,5 %
7 %
36 %
Elabe (htt
ps://elabe.
fr/wp-cont
ent/uploa
ds/2024/0
6/220620
24_elabe
_bfmtv_la
-tribune-di
manche_l
es-francai
s-et-les-el
ections-le
gislatives.
pdf)
19-21 juin
2024
1 %
27 %
2 %
—
0,5 %
20 %
—
10 %
36 %
Ipsos (htt
ps://www.
commissi
on-des-so
ndages.fr/
notices/m
edias/fichi
ers/add/1
835)
19-20 juin
2024
1,5 %
29,5 %
1 %
—
1 %
19,5 %
1,5 %
7 %
4 %
Opinion
Way (http
s://www.c
ommissio
n-des-son
dages.fr/n
otices/me
dias/fichie
rs/add/18
29)
19-20 juin
2024
1 %
28 %
1 %
<1 %
—
22 %
3 %
6 %
35 %
Odoxa (ht
tps://www.
odoxa.fr/s
ondage/1
3142-2/)
19-20 juin
2024
2 %
28 %
3 %
1,5 %
—
19 %
1 %
7 %
33 %
Harris
Interactive
(https://w
ww.commi
ssion-des-
sondages.
fr/notices/f
iles/notice
s/2024/jui
n/9857-ha
19-20 juin
2024
1 %
26 %
1 %
—
1 %
21 %
2 %
6 %
2 %
d
f
",1372
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,6,595.9199829101562,842.8800048828125,"rris-intera
ctive-chall
enges-va
gue-2-20-j
uin.pdf)
Opinion
Way (http
s://www.c
ommissio
n-des-son
dages.fr/n
otices/me
dias/fichie
rs/add/18
29)
18-20 juin
2024
<1 %
27 %
2 %
1 %
—
20 %
—
2 %
7 %
35 %
Ifop (http
s://www.c
ommissio
n-des-son
dages.fr/n
otices/file
s/notices/
2024/juin/
9856-leg-i
fop-le-figa
ro-lfi-sud-r
adio-le-20
-juin.pdf)
18-20 juin
2024
1 %
29 %
1 %
—
1 %
22 %
6 %
34 %
Cluster17
(http://ww
w.commis
sion-des-s
ondages.f
r/notices/fi
les/notice
s/2024/jui
n/9862-le
g-cluster-
17-le-poin
t-21-juin.p
df)
17-19 juin
2024
1 %
30 %
3 %
—
—
19 %
2,5 %
7 %
32 %
Ifop (http
s://www.if
op.com/w
p-content/
uploads/2
024/06/12
0918-Rap
port.pdf)
14-17 juin
2024
1,5 %
28 %
3 %
—
—
18 %
2 %
5 %
4 %
Début de la campagne électorale officielle en vue du premier tour (17 juin 2024).
Ifop (http
s://www.if
op.com/w
p-content/
uploads/2
024/06/12
0912-Rap
port.pdf)
13-14 juin
2024
1 %
26 %
3,5 %
—
—
19 %
1,5 %
7 %
Debout la France soutient l'« union des droites » derrière le RN et renonce à présenter des candidats dans la majorité des circonscriptions (14 juin 2024).
Opinion
Way (http
s://www.c
ommissio
n-des-son
dages.fr/n
otices/file
s/notices/
2024/juin/
9854-leg-
opinion-w
ay-legitrac
k-v1-le-18
-juin.pdf)
12-13 juin
2024
1 %
25 %
2 %
2 %
—
20 %
2 %
7 %
Cluster17
(https://w
ww.commi
ssion-des-
sondages.
fr/notices/f
iles/notice
s/2024/jui
n/9852-le
g-cluster-
17-le-poin
t-14-juin-2
024.pdf)
11-13 juin
2024
1 %
28,5 %
3 %
1,5 %
1 %
18 %
2,5 %
7 %
Opinion
Way (http
s://www.c
ommissio
n-des-son
dages.fr/n
otices/file
11-12 juin
2024
1 %
25 %
3 %
1 %
—
19 %
1 %
9 %
f
f
f
",1598
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,7,595.9199829101562,842.8800048828125,"s/notices/
2024/juin/
9853-leg-
ow-le-jdd-
cnews-eur
ope-1-le-1
4-juin.pdf)
Elabe (htt
ps://elabe.
fr/wp-cont
ent/uploa
ds/2024/0
6/120620
24_elabe
_bfmtv_le
s-francais
-et-les-ele
ctions-legi
slatives.p
df)
11-12 juin
2024
1 %
28 %
5 %
—
—
18 %
2 %
6,5 %
Le président LR, Éric Ciotti, annonce une alliance avec le Rassemblement national, rapidement contestée en interne (11 juin 2024).
Les principaux partis de gauche, regroupés en 2022 sous l'étiquette NUPES, annoncent la création d'un Nouveau Front populaire (nuit du 10 au 11 juin 2024)
Ifop (http
s://www.c
ommissio
n-des-son
dages.fr/n
otices/file
s/notices/
2024/juin/
9850-leg-i
fop-le-figa
ro-lci-sud-
radio-11-j
uin.pdf)
10-11 juin
2024
1 %
25 %
5 %
—
—
18 %
1,5 %
9 %
1 %
11 %
19 %
3 %
—
—
17 %
2 %
8 %
1 %
11 %
2 %
6 %
13 %
2 %
—
—
16 %
1 %
8 %
Opinion
Way (http
s://www.c
ommissio
n-des-son
dages.fr/n
otices/file
s/notices/
2024/juin/
9848-leg-
opinionwa
y-cnews-1
0-juin-202
4.pdf)
10 juin 2024
1 %
23 %
4 %
2 %
—
18 %
2 %
8 %
Harris
Interactive
(https://w
ww.commi
ssion-des-
sondages.
fr/notices/f
iles/notice
s/2024/jui
n/9847-le
g-harris-in
teractive-c
hallenges-
m6-rtl.pdf)
9-10 juin
2024
3 %
22 %
9 %
—
—
19 %
9 %
Le président de la République Emmanuel Macron dissout l'Assemblée nationale
 et convoque des élections législatives pour le 30 juin et le 7 juillet 2024
 (9 juin
Ifop (http
s://www.c
ommissio
n-des-son
dages.fr/n
otices/file
s/notices/
2023/dec
embre/97
05-leg-ifo
p-sud-radi
o-17-dece
mbre.pdf)
12-13
décembre
2023
1,5 %
24 %
6 %
—
—
19 %
3 %
11 %
1 %
10 %
4 %
9 %
8 %
2 %
—
—
18 %
3 %
10 %
Elabe (htt
ps://elabe.
fr/wp-cont
ent/uploa
ds/2023/0
4/202304
05_elabe
_bfmtv_le
s-francais
-et-le-clim
at-politiqu
e.pdf)
3-5 avril
2023
1 %
25,5 %
3 %
—
—
21,5 %
1 %
11,5 %
Ifop (htt
p://www.c
ommissio
n-des-son
20-21 mars
2023
1 %
26 %
5 %
—
—
22 %
2 %
10 %
f
32
33
f
",1851
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,8,595.9199829101562,842.8800048828125,"dages.fr/n
otices/file
s/notices/
2023/mar
s/9684-le
g-ifop-jdd.
pdf)
1 %
11 %
3 %
9 %
7 %
3 %
—
—
21 %
1 %
10 %
Harris
Interactive
(http://ww
w.commis
sion-des-s
ondages.f
r/notices/fi
les/notice
s/2023/m
ars/9683-l
eg-23-hi-c
hallenges.
pdf)
3-7 mars
2023
1 %
24 %
6 %
—
1 %
24 %
3 %
10 %
Cluster17
(https://clu
ster17.co
m/wp-cont
ent/uploa
ds/2022/1
1/sondag
e-legislati
ves-Notic
e-techniq
ue.pdf)
4-6
novembre
2022
1,5 %
24,5 %
3 %
—
0,5 %
25 %
2 %
10,5 %
Ifop (http
s://www.if
op.com/w
p-content/
uploads/2
022/11/11
9572-Rap
port-JDDx
SR.pdf)
2-4
novembre
2022
1,5 %
25 %
4 %
—
—
27 %
2 %
11 %
1,5 %
11 %
3 %
7 %
8 %
2 %
—
—
26 %
3 %
11 %
Résultats
(https://w
ww.result
ats-electio
ns.interieu
r.gouv.fr/le
gislatives-
2022/FE.h
tml)
12 juin 2022
1,2 %
25,7 %
3,7 %
2,7 %
1,3 %
25,8 %
2,3 %
11,3 %
Premier tour
Sondeur
Date
Échantillon
LO
REV
(NFP)
REN
(Ensemble)
RES
LR
RN
REC
Charlon
Mortreux
Darmanin
Brazon
Garcia
Verbrugghe
Viguie-
Desplaces
Résultats (https://www.resultats-el
ections.interieur.gouv.fr/legislatives
2024/)
30 juin 2024
49 691
1,10 %
24,83 %
36,03 %
0,25 %
2,98 %
34,31 %
0,51 %
Ifop (http://www.commission-des-s
ondages.fr/notices/files/notices/202
4/juin/9869-leg-10eme-nord-ifop-p
aris-match.pdf)
18-20 juin
602
1,5 %
24 %
42 %
1 %
2,5 %
28 %
1 %
Second tour
Sondeur
Date
Échantillon
REV (NFP)
REN (Ensemble)
RN
Mortreux
Darmanin
Verbrugghe
Ifop (https://www.ifop.com/wp-content/uploads/2024/06/120925-Resultats.pdf)
18-20 juin
602
27 %
44 %
29 %
-
65 %
35 %
Premier tour
f
f
Sondages locaux
Par circonscription législative
10e circonscription du Nord
3e circonscription du Lot-et-Garonne
",1622
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,9,595.9199829101562,842.8800048828125,"Sondeur
Date
Échantillon
LO
LFI
(NFP)
DVG
LR
RN
Gasc
Czapla
Cahuzac
Lepers
Cousin
Résultats (https://www.resultats-elections.interieur.gouv.fr/legislatives
2024/)
30 juin 2024
53 004
1,01 %
18,36 %
14,56 %
24,99 %
41,08 %
Ifop (https://www.ifop.com/wp-content/uploads/2024/06/120960-Result
ats.pdf)
24-26 juin
650
1 %
19 %
23 %
19 %
38 %
Second tour
Sondeur
Date
Échantillon
LFI (NFP)
DVG
RN
Czapla
Cahuzac
Cousin
Ifop (https://www.ifop.com/wp-content/uploads/2024/06/120960-Resultats.pdf)
24-26 juin
650
22 %
31 %
47 %
-
49 %
51 %
Premier tour
Sondeur
Date
Échantillon
LO
LFI
(NFP)
HOR
(Ensemble)
EAC
LR
RAD
(RN)
DIV
DIV
Langouet
Salerno
Monetti
Ben
Moulay
Vanier-
Guérin
Ciotti
Bovis
Wahid
Spach
Résultats (https://www.resultats
-elections.interieur.gouv.fr/legisl
atives2024/)
30 juin 2024
51 738
0,62 %
26,62 %
22,79 %
2,81 %
5,78 %
41,04 %
0,07 %
0,27 %
Ifop (https://www.ifop.com/wp-c
ontent/uploads/2024/06/120963
-Ifop-Fiducial-pour-Sud-Radio-L
e-climat-legislatif-dans-la-1e-cir
conscription-des-Alpes-Maritime
s.pdf)
25-27 juin
702
0,5 %
26 %
22 %
3 %
5,5 %
42 %
0,5 %
0,5 %
Second tour
Sondeur
Date
Échantillon
LFI
(NFP)
HOR
(Ensemble)
RAD
(RN)
Salerno
Monetti
Ciotti
Ifop (https://www.ifop.com/wp-content/uploads/2024/06/120963-Ifop-Fiducial-pour-Sud-Radi
o-Le-climat-legislatif-dans-la-1e-circonscription-des-Alpes-Maritimes.pdf)
25-27
juin
702
27 %
27 %
46 %
40 %
-
60 %
Premier tour
Sondeur
Date
Échantillon
LO
NPA-R
PRCF
LFI
(NFP)
LFI diss.
AC
HOR
(Ensemble)
DVD
RN
DIV
Jochaud
Caudron
Duterte
Ali Ben
Ali
Corbière
Verhaeghe
Breteau
Toche
Trova
Atlani
Résultats
(https://w
ww.result
ats-electi
ons.interi
eur.gouv.f
r/legislativ
es2024/)
30 juin 2024
55 346
0,63 %
0,30 %
0,33 %
36,38 %
40,19 %
0,95 %
10,06 %
1,31 %
9,69 %
0,14 %
Ifop (http
s://www.if
op.com/w
p-content/
uploads/2
024/06/12
0961-Res
ultats.pdf)
25-26 juin
700
1%
0 %
1%
35 %
40 %
1,5 %
10 %
1,5 %
10 %
0 %
Second tour
1re circonscription des Alpes Maritimes
7e circonscription de la Seine-Saint-Denis
",1986
Liste_de_sondages_sur_les_élections_législatives_françaises_de_2024.pdf,8adfcc09cccddeffaff791e61f08f7b5597f26571d668d2ba0afc621a44bc457,10,595.9199829101562,842.8800048828125,"Élections législatives françaises de 2024 : points moyens des projections en sièges.
Données ci-dessous, moyennes mobiles sur 4 valeurs.
Sondeur
Date
Échantillon
LFI (NFP)
LFI diss.
Ali Ben Ali
Corbière
Ifop (https://www.ifop.com/wp-content/uploads/2024/06/120961-Resultats.pdf)
25-26 juin
700
46%
54 %
Second tour
Sondeur
Date
Échantillon
REN (Ensemble)
RN
Borne
Calbrix
Ifop (https://www.ifop.com/wp-content/uploads/2024/07/120979-Resultats.pdf)
2-3 juillet
711
54 %
46 %
La question posée est : « En cas de duel entre un candidat du Front populaire et un candidat du Rassemblement national dans votre circonscription, vous
préférez… ? »
Sondeur
Date
Panel
NFP
RN
Ne sait pas
OpinionWay (https://www.commission-des-sondages.fr/notices/medias/fichiers/add/1830)
17-18 juin 2024
1 044
33 %
41 %
26 %
La question posée est : « En cas de duel entre un candidat de la Majorité présidentielle et un candidat du Rassemblement national dans votre circonscription,
vous souhaitez… ? »
Sondeur
Date
Panel
ENS
RN
Ne sait pas
OpinionWay (https://www.commission-des-sondages.fr/notices/medias/fichiers/add/1830)
17-18 juin 2024
1 044
40 %
37 %
22 %
Les projections en sièges sont beaucoup moins fiables et beaucoup plus fragiles que celles en pourcentage de voix, notamment à cause des triangulaires, qui ne
sont pas connues avant le 2 juillet 2024
.
Deux projections, par Mediapart et Le Figaro, menées à partir des résultats des récentes élections européennes du 9 juin 2024, montrent le RN en tête dans 457
d'entre elles (près de huit sur dix)
 et au second tour des duels dans 513 circonscriptions, dont 461 (90 % d’entre eux) entre RN et gauche
, mais aussi 52
duels incluant Renaissance, dont 41 contre le Nouveau Front populaire et 11 contre le RN
.
6e circonscription du Calvados
Projections sur second tour avant le 1er tour
Projections en sièges
34
35
35, 36
36
",1861
